Observation,Data_Marking,Statistical_Unit_Eng,Measure_Type_Eng,Obs_Type_Value,Unit_Multiplier,Unit_Of_Measure_Eng,Geographic_Area,Time_Dim_Item_ID,Time_Type,Statistical_Population_ID,SIC07,Turnover size band,Legal status,Entity Type
30,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,5000+,Sole Proprietor,Enterprise
20050,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,Total,Sole Proprietor,Enterprise
670,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,0-49,Partnership,Enterprise
1390,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,50-99,Partnership,Enterprise
3155,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,100-249,Partnership,Enterprise
1655,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,250-499,Partnership,Enterprise
895,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,500-999,Partnership,Enterprise
655,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,1000-4999,Partnership,Enterprise
70,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,5000+,Partnership,Enterprise
8490,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,Total,Partnership,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,0-49,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,50-99,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,100-249,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,250-499,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,500-999,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,1000-4999,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,5000+,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,Total,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,0-49,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,50-99,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,100-249,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,250-499,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,500-999,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,1000-4999,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,5000+,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,Total,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,0-49,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,50-99,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,100-249,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,250-499,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,500-999,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,1000-4999,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,5000+,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,Total,Local Authority,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,0-49,Non-profit Body or Mutual Association,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,50-99,Non-profit Body or Mutual Association,Enterprise
10,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,100-249,Non-profit Body or Mutual Association,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,250-499,Non-profit Body or Mutual Association,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,500-999,Non-profit Body or Mutual Association,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,1000-4999,Non-profit Body or Mutual Association,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,5000+,Non-profit Body or Mutual Association,Enterprise
25,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,Total,Non-profit Body or Mutual Association,Enterprise
6720,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,0-49,Total,Enterprise
13055,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,50-99,Total,Enterprise
22245,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,100-249,Total,Enterprise
11115,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,250-499,Total,Enterprise
6640,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,500-999,Total,Enterprise
6410,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,1000-4999,Total,Enterprise
2235,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,5000+,Total,Enterprise
68420,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,45 : Motor trades,Total,Total,Enterprise
9035,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,0-49,Company (incl. Building Society),Enterprise
8145,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,50-99,Company (incl. Building Society),Enterprise
16540,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,100-249,Company (incl. Building Society),Enterprise
11250,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,250-499,Company (incl. Building Society),Enterprise
10915,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,500-999,Company (incl. Building Society),Enterprise
18010,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,1000-4999,Company (incl. Building Society),Enterprise
8765,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,5000+,Company (incl. Building Society),Enterprise
82660,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,Total,Company (incl. Building Society),Enterprise
4445,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,0-49,Sole Proprietor,Enterprise
3275,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,50-99,Sole Proprietor,Enterprise
3425,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,100-249,Sole Proprietor,Enterprise
1415,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,250-499,Sole Proprietor,Enterprise
735,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,500-999,Sole Proprietor,Enterprise
475,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,1000-4999,Sole Proprietor,Enterprise
35,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,5000+,Sole Proprietor,Enterprise
13805,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,Total,Sole Proprietor,Enterprise
1230,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,0-49,Partnership,Enterprise
1135,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,50-99,Partnership,Enterprise
1775,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,100-249,Partnership,Enterprise
1095,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,250-499,Partnership,Enterprise
955,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,500-999,Partnership,Enterprise
920,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,1000-4999,Partnership,Enterprise
170,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,5000+,Partnership,Enterprise
7280,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,Total,Partnership,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,0-49,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,50-99,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,100-249,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,250-499,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,500-999,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,1000-4999,Public Corporation/Nationalised Body,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,5000+,Public Corporation/Nationalised Body,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,Total,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,0-49,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,50-99,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,100-249,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,250-499,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,500-999,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,1000-4999,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,5000+,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,Total,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,0-49,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,50-99,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,100-249,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,250-499,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,500-999,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,1000-4999,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,5000+,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,Total,Local Authority,Enterprise
25,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,0-49,Non-profit Body or Mutual Association,Enterprise
10,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,50-99,Non-profit Body or Mutual Association,Enterprise
40,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,100-249,Non-profit Body or Mutual Association,Enterprise
30,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,250-499,Non-profit Body or Mutual Association,Enterprise
15,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,500-999,Non-profit Body or Mutual Association,Enterprise
30,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,1000-4999,Non-profit Body or Mutual Association,Enterprise
15,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,5000+,Non-profit Body or Mutual Association,Enterprise
165,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,Total,Non-profit Body or Mutual Association,Enterprise
14735,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,0-49,Total,Enterprise
12565,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,50-99,Total,Enterprise
21780,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,100-249,Total,Enterprise
13790,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,250-499,Total,Enterprise
12620,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,500-999,Total,Enterprise
19435,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,1000-4999,Total,Enterprise
8990,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,5000+,Total,Enterprise
103915,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,46 : Wholesale,Total,Total,Enterprise
9400,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,0-49,Company (incl. Building Society),Enterprise
16005,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,50-99,Company (incl. Building Society),Enterprise
33300,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,100-249,Company (incl. Building Society),Enterprise
19660,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,250-499,Company (incl. Building Society),Enterprise
13550,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,500-999,Company (incl. Building Society),Enterprise
11370,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,1000-4999,Company (incl. Building Society),Enterprise
2480,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,5000+,Company (incl. Building Society),Enterprise
105765,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,Total,Company (incl. Building Society),Enterprise
6975,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,0-49,Sole Proprietor,Enterprise
13930,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,50-99,Sole Proprietor,Enterprise
20045,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,100-249,Sole Proprietor,Enterprise
7680,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,250-499,Sole Proprietor,Enterprise
2720,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,500-999,Sole Proprietor,Enterprise
965,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,1000-4999,Sole Proprietor,Enterprise
55,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,5000+,Sole Proprietor,Enterprise
52370,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,Total,Sole Proprietor,Enterprise
2050,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,0-49,Partnership,Enterprise
4305,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,50-99,Partnership,Enterprise
11395,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,100-249,Partnership,Enterprise
7955,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,250-499,Partnership,Enterprise
3935,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,500-999,Partnership,Enterprise
1650,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,1000-4999,Partnership,Enterprise
135,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,5000+,Partnership,Enterprise
31425,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,Total,Partnership,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,0-49,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,50-99,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,100-249,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,250-499,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,500-999,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,1000-4999,Public Corporation/Nationalised Body,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,5000+,Public Corporation/Nationalised Body,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,Total,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,0-49,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,50-99,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,100-249,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,250-499,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,500-999,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,1000-4999,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,5000+,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,Total,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,0-49,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,50-99,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,100-249,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,250-499,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,500-999,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,1000-4999,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,5000+,Local Authority,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,Total,Local Authority,Enterprise
105,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,0-49,Non-profit Body or Mutual Association,Enterprise
155,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,50-99,Non-profit Body or Mutual Association,Enterprise
260,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,100-249,Non-profit Body or Mutual Association,Enterprise
125,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,250-499,Non-profit Body or Mutual Association,Enterprise
80,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,500-999,Non-profit Body or Mutual Association,Enterprise
50,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,1000-4999,Non-profit Body or Mutual Association,Enterprise
15,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,5000+,Non-profit Body or Mutual Association,Enterprise
790,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,Total,Non-profit Body or Mutual Association,Enterprise
18530,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,0-49,Total,Enterprise
34395,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,50-99,Total,Enterprise
65000,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,100-249,Total,Enterprise
35420,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,250-499,Total,Enterprise
20285,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,500-999,Total,Enterprise
14035,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,1000-4999,Total,Enterprise
2690,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,5000+,Total,Enterprise
190355,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,47 : Retail,Total,Total,Enterprise
9250,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),0-49,Company (incl. Building Society),Enterprise
9785,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),50-99,Company (incl. Building Society),Enterprise
8840,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),100-249,Company (incl. Building Society),Enterprise
4745,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),250-499,Company (incl. Building Society),Enterprise
3820,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),500-999,Company (incl. Building Society),Enterprise
5210,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),1000-4999,Company (incl. Building Society),Enterprise
2235,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),5000+,Company (incl. Building Society),Enterprise
43885,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),Total,Company (incl. Building Society),Enterprise
9340,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),0-49,Sole Proprietor,Enterprise
6420,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),50-99,Sole Proprietor,Enterprise
4790,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),100-249,Sole Proprietor,Enterprise
1280,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),250-499,Sole Proprietor,Enterprise
485,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),500-999,Sole Proprietor,Enterprise
190,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),1000-4999,Sole Proprietor,Enterprise
10,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),5000+,Sole Proprietor,Enterprise
22515,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),Total,Sole Proprietor,Enterprise
785,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),0-49,Partnership,Enterprise
1080,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),50-99,Partnership,Enterprise
1690,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),100-249,Partnership,Enterprise
880,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),250-499,Partnership,Enterprise
465,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),500-999,Partnership,Enterprise
280,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),1000-4999,Partnership,Enterprise
15,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),5000+,Partnership,Enterprise
5195,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),Total,Partnership,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),0-49,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),50-99,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),100-249,Public Corporation/Nationalised Body,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),250-499,Public Corporation/Nationalised Body,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),500-999,Public Corporation/Nationalised Body,Enterprise
5,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),1000-4999,Public Corporation/Nationalised Body,Enterprise
35,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),5000+,Public Corporation/Nationalised Body,Enterprise
50,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),Total,Public Corporation/Nationalised Body,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),0-49,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),50-99,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),100-249,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),250-499,Central Government,Enterprise
0,,Business Entities,Count,,1,Number,UK,2014,Year,UK Business Entities,49-53 : Transport & Storage (inc. postal),500-999,Central Government,Enterprise
